CDN_ACCOUNTTYPE;CHECK;Normal;10
CDN_ACCOUNTTYPE;CURR;Checking;20 
CDN_ACCOUNTTYPE;BUDGET;Budget;30 
CDN_ACCOUNTTYPE;SAVE;Deposit;40 
CDN_ACCOUNTTYPE;CORR;Correspondent;50 
CDN_ADMINUNITTYPE;COUNTRY;Country;10
CDN_ADMINUNITTYPE;DISTRICT;District;20
CDN_ADMINUNITTYPE;CITY;City;30
CDN_SEXTYPE;F;F;10
CDN_SEXTYPE;M;M;20
CDN_SEXTYPE;?;?;30
CDN_ADDRESS;YUR;Legal address;10
CDN_ADDRESS;PHYS;Physical address;20


