MFO;SNAME;NAME;IKOD;ADRESS;TELEFON
600778;"Від.№601 АКІБ ""УкрСиббанк""";"ВІД.N601 АКІБ ""УКРСИББАНК""";;м.Києв вул.Щербакова, 37;
600789;"Відд. №854 АКІБ""УкрСиббанк""";"ВІДДІЛЕННЯ N854АКІБ""УКРСИББАНК""";;м.Києв пр. Науки, 22;5279575
600790;"В6""ВАТАКБ""АВТОКРАЗБАНК""Києв";"В.N6 ВАТ ""АКБ ""АВТОКРАЗБАНК"" В М.КИЄВ";;м.Києв Украєна м.Києв, вул. Володимирська/провулок Рильсь;270 64 01
600808;"Від. №838 АКІБ ""УкрСиббанк""";"ВІД. N838 АКІБ ""УКРСИББАНК""";;м.Києв пр. 40-річчя Жовтня, 94;
600819;"Від. №779 АКІБ ""УкрСиббанк""";"ВІД. N779 АКІБ ""УКРСИББАНК""";;м.Києв вул.Солом`янська,16;5023106
600820;"Від.№ 778 АКІБ ""УкрСиббанк""";"ВІД. N778 АКІБ ""УКРСИББАНК""";;м.Києв вул.Тростянецька,8 кв.241;
600831;"Від. №780 АКІБ ""УкрСиббанк""";"ВІД. N780 АКІБ ""УКРСИББАНК""";;м.Києв вул.Пушкінська,14;
600842;"Від. №842 АКІБ ""УкрСиббанк""";"ВІД. N842 АКІБ ""УКРСИББАНК""";;м.Києв вул.Костянтинівська, 34;
600853;"Відд.№855 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N855АКІБ""УКРСИББАНК""";;м.Києв вул. Володимирська, буд.76, пр. 41, 42;2874937
600864;"Від. №783 АКІБ ""УкрСиббанк""";"ВІД. N783 АКІБ ""УКРСИББАНК""";;м.Києв пр.Комарова Космонавта/вул. Героєв Севастополя,30/;
600875;"Від.№681 АКІБ ""УкрСиббанк""";"ВІД.N681 АКІБ ""УКРСИББАНК""";;м.Києв пр. Повітрофлотський / вул. Донецька, буд. 50/2;2439779
600886;"Від. №456 АКІБ ""УкрСиббанк""";"ВІД. N456 АКІБ ""УКРСИББАНК""";;м.Києв вул. Андрієвська, буд.7;
600897;"Від. №837 АКІБ ""УкрСиббанк""";"ВІД. N837 АКІБ ""УКРСИББАНК""";;м.Києв бул. Перова, 24, пр.67;
600905;"Від.№591 АКІБ ""УкрСиббанк""";"ВІД.N591 АКІБ ""УКРСИББАНК""";;м.Києв вул. Лісківська, 5, кв, 3;
600916;"Від. №852 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N852АКІБ""УКРСИББАНК""";;м.Києв вул. Героєв Дніпра, буд. 59, кв.144;
600927;"Від.№917 АКІБ ""УкрСиббанк""";"ВІД. N917 АКІБ ""УКРСИББАНК""";;м.Києв вул. Ярославів Вал, буд.№17-А;
600938;"Від. №853 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N853АКІБ""УКРСИББАНК""";;м.Києв вул. Горького, буд.20, кв.1;2325662
600949;"Від. №879 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N879АКІБ""УКРСИББАНК""";;м.Києв вул. Фрунзе, буд.129, кв.3, кв.38;
600950;"Від. №880 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N880АКІБ""УКРСИББАНК""";;м.Києв вул. Каштанова, 8-а, кв.75;5478509
600961;"Від. №881 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N881АКІБ""УКРСИББАНК""";;м.Києв вул. Харківське шосе, 4, кв.22, кв.23;2965623
600972;"Від. №882 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N882АКІБ""УКРСИББАНК""";;м.Києв вул. Червоноармійська, 111/113;5294616
600983;"Від.№724 АКІБ""УкрСиббанк""";"ВІД.N724 АКІБ""УКРСИББАНК""";;м.Києв проспект Оболонський,16;4188192
600994;"Від. №883 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N883АКІБ""УКРСИББАНК""";;м.Києв вул. Лагерна, буд.38;4534504
602011;"Козятин.від.""Дністер""у Він.";"Козятин.від.ВАТСКБ ""Днiстер""у Вінн.обл";;м.Козятин вул. П.Орлика, 19;2-00-52
602022;"Від.№50 АКІБ""УкрСиббанк""";"ВІД. №50 АКІБ ""УКРСИББАНК""";;м.Немирів м.Немирів, вул.Горького, 86;22987
602044;"Козят.від.ЖФ АБ""Експрес-Б""";"В.ЖМЕРИНСЬК.Ф.АБ""ЕКСПРЕС-БАНК"",КОЗЯТИН";;м. 22100,  Вінницька обл., м.Козятин, вул.Привокзальн;
602055;"Він.від.№ 1""БПУ""";"В.№1 ЗАТ""БАНК ПЕТРОКОМ.УКР."",М.ВІННИЦЯ";;м.Вінниця вул.Києвська 2;554182
602088;"Вапн.в.ОФ АБ ""Експрес-Банк""";"ВАПН.В.ОФ.АБ""ЕКСПРЕС-БАНК""СМТ.ВАПНЯРКА";;смт.Вапнярка Вапнярка, вул.Привокзальна,7-а;31853
602099;"Від.№10 ВАТ АБ ""Укргазбанк""";"ВІД.№10 ВАТ АБ ""УКРГАЗБАНК"",М.ВІННИЦЯ";;м. 21100, м.Вінниця, вул.Володарського, 41;
602107;"Від №13 АКІБ ""УкрСиббанк""";"ВІД. №13 АКІБ ""УКРСИББАНК""";;м. м.Вінниця, вул.Фрунзе, 58;554233
602118;"Від.№44 АКІБ ""УкрСиббанк""";"ВІД. №44 АКІБ ""УКРСИББАНК""";;м.м. Жмеринка м.Жмеринка, вул.Інтернаціональна 1;22673
602129;"Від.№77 АКІБ""УкрСиббанк""";"ВІД. №77 АКІБ ""УКРСИББАНК""";;м.м. Тульчин Вінницька обл., м.Тульчин, вул.Леніна 48;23342
602130;"Від.№221 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ №  221 АКІБ ""УКРСИББАНК""";;м.Вінниця вул.600-річчя, 19;523035
602141;"Від.№111 АКІБ ""УкрСиббанк""";"ВІД. №111 АКІБ ""УКРСИББАНК""";;м.Вінниця м.Вінниця,  Хмельницьке шосе, 8;554935
602152;"Від.АКБ""Аркада"" в м.Вінниця";"ВІДДІЛЕННЯ АКБ ""АРКАДА"", М.ВІННИЦЯ";;м.Вінниця вул.Соборна, 69;52-09-48
602163;"Від.№101 АКІБ ""УкрСиббанк""";"ВІД. №101 АКІБ ""УКРСИББАНК""";;м.Гайсин вул. 1-го травня, буд. 71;25421
602174;"Від.№350 АКІБ ""УкрСиббанк""";"ВІД. №350 АКІБ ""УКРСИББАНК""";;м.Бершадь вул. Радянська, буд. 9, кв. 17;21214
602185;"Від.№399 АКІБ ""УкрСиббанк""";"ВІД.№399 АКІБ ""УКРСИББАНК""";;м.Вінниця вул. Островського, буд. 1;554611
602196;"Від.№313 АКІБ ""УкрСиббанк""";"ВІД. №313 АКІБ ""УКРСИББАНК""";;м.Вінниця вул. 50-річчя Перемоги, буд. 25, кв.61;618880
602204;"Від.№177 АКІБ ""УкрСиббанк""";"ВІД. №177 АКІБ ""УКРСИББАНК""";;м.Вінниця вул. Києвська, буд. 51, кв.51;554646
602215;"Від.№333 АКІБ ""УкрСиббанк""";"ВІД. №333 АКІБ ""УКРСИББАНК""";;м.Вінниця вул. Соборна, буд. 22;521004
602226;"Від.№321 АКІБ ""УкрСиббанк""";"ВІД. №321 АКІБ ""УКРСИББАНК""";;м.Хмільник вул. 1-го травня, буд. 24;27030
602237;"Від.№199 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ №199 АКІБ ""УКРСИББАНК""";;м.Вінниця вул. Коцюбинського, буд. 5, кв. 2;612260
602248;"Від.№99 АКІБ ""УкрСиббанк""";"ВІД. №99 АКІБ ""УКРСИББАНК""";;м.Вінниця вул. Пирогова, буд. 113, кв.31;571201
602259;"Від.№201 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННя №201 АКІБ ""УКРСИББАНК""";;м.Козятин вул. Склярова, 1;24551
602260;"Від.№150 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ №150 АКІБ ""УКРСИББАНК""";;м.Бар вул. Дзержинського, 8;21249
602271;"Від.№255 АКІБ ""УкрСиббанк""";"ВІД. №255 АКІБ ""УКРСИББАНК""";;м.Вінниця вул. Києвська, 4;554425
602282;"Від.№440 АКІБ ""УкрСиббанк""";"ВІД. №440 АКІБ ""УКРСИББАНК""";;м.Вінниця вул. Карла Маркса, 24 кв.1;630815
602293;"Від.№200 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ №200 АКІБ ""УКРСИББАНК""";;м.Вінниця пр.Юності,18;466908
602301;"Від.№404 АКІБ ""УкрСиббанк""";"ВІД.N404 АКІБ ""УКРСИББАНК""";;м.Вінниця вул.Литвиненко,1;611026
602312;"Він.в.ПКФ ""ВіЕйБіБанк""";"ВІН. ВІД. ПКФ ""ВІЕЙБІБАНК"" М.ВІННИЦЯ";;м.Вінниця вул.Театральна,14;35-83-28
602323;"В№27""ЦентРУ""ВАТ""Б""Фін таКр""";"В№27""ЦЕНТР РУ""ВАТ""Б""ФІН ТАКР""М.ВІННИЦЯ";;м.Вінниця вул. Соборна, 62;61-14-60
602334;"Від.№444 АКІБ ""УкрСиббанк""";"ВІД.N444 АКІБ ""УКРСИББАНК""";;м.Вінниця вул.Театральна, буд.20;525270
602345;"Новокалин.від.""Правекс-Банк";"НОВОКАЛИН.ВІД.""ПРАВЕКС-БАНК";;м.Калинівка вул.Шевченка, 27-а;2-29-29
602356;"Козятинське в.""ПРАВЕКС-БАНК";"КОЗЯТИНСЬКЕ ВАКБ""ПРАВЕКС-БАНК"",КОЗЯТИН";;м.Козятин вул.Леніна. буд.13/13;2-34-28
602389;"Від. №546 АКІБ ""УкрСиббанк""";"ВІД. N546 АКІБ ""УКРСИББАНК""";;м.Вінниця Хмельницьке шосе, буд. №23;570655
602390;"Від. №777 АКІБ ""УкрСиббанк""";"ВІД. N777 АКІБ ""УКРСИББАНК""";;м.Вінниця вул. Фурманова, буд.28;612264
602408;"В""Ботан-2""АКБ""ПРАВЕКС""Вінни";"В""БОТАНIЧ-2""АКБ""ПРАВЕКС-БАНК""М.ВІННИЦЯ";;м.Вінниця вул. Ботанічна, 23;53-09-65
602419;"Замостян.ВАКБ""ПРАВЕКС""Вінни";"ЗАМОСТЯН.ВАКБ""ПРАВЕКС-БАНК"", М.ВІННИЦЯ";;м.Вінниця вул. Островського, буд. 39;61-04-79
602420;"Від.№891 АКІБ ""УкрСиббанк""";"ВІД.N891 АКІБ ""УКРСИББАНК""";;м.Калинівка вул.Леніна буд.34;24435
602431;"Мог-Под.ВАКБ""ПРАВЕКС-БАНК""";"МОГИЛІВ-ПОДІЛЬСЬКЕ ВАКБ ""ПРАВЕКС-БАНК""";;м.Могилів-Подільський вул.Києвська, 24;2-82-50
602442;"Від.№639 АКІБ ""УкрСиббанк""";"ВІД.N639 АКІБ ""УКРСИББАНК""";;м.Вінниця вул. Келецька, буд.106 , кв.38;523381
602453;"Від.№642 АКІБ ""УкрСиббанк""";"ВІД.N642 АКІБ""УКРСИББАНК""";;м.Могилів - Подільський вул.Володимирська, 1;24703
602464;"Від.№640 АКІБ ""УкрСиббанк""";"ВІД.N640 АКІБ ""УКРСИББАНК""";;м.Вінниця вул.Ватутіна, буд.44, кв.2;612256
602475;"Тростян.ВАКБ ""ПРАВЕКС-БАНК""";"ТРОСТ.ВАКБ""ПРАВЕКС-БАНК""СМТ.ТРОСТЯНЕЦЬ";;смт.Тростянець вул. Леніна, 42;2-28-47
602486;"Вінниц.В№1ВАТ""РОДОВІД БАНК""";"ВІННИЦ.В№1 ВАТ""РОДОВІД БАНК"" М.ВІННИЦЯ";;м.Вінниця вулиця Соборна, 101;55-02-50
602497;"Блоківс.ВАКБ""ПРАВЕКС""Вінниц";"БЛОКIВСЬКЕ ВАКБ""ПРАВЕКС-БАНК""М.ВІННИЦЯ";;м.Вінниця вул. Литвиненка, 1;57-91-82
602505;"Тульчинс.ВАКБ""ПРАВЕКС-БАНК""";"ТУЛЬЧИНСЬК.ВАКБ""ПРАВЕКС-БАНК""М.ТУЛЬЧИН";;м.Тульчин вул. Незалежності, 4;2-30-38
602516;"Пироговс.ВАКБ""ПРАВЕКС""Вінни";"ПИРОГОВСЬК.ВАКБ""ПРАВЕКС-БАНК""М.ВІННИЦЯ";;м.Вінниця вул. Пирогова, 56;66-04-41
602527;"В""Тульч-2""АКБ""ПРАВЕКС-БАНК""";"В""ТУЛЬЧИН-2""АКБ""ПРАВЕКС-БАНК""М.ТУЛЬЧИН";;м.Тульчин вул. Леніна, 55;2-21-32
602538;"Кропивн. ВАКБ""ПРАВЕКС""Вінни";"КРОПИВНИЦ.ВАКБ""ПРАВЕКС-БАНК"",М.ВІННИЦЯ";;м.Вінниця вул. Соборна, 53-А;61-13-79
602549;"В""Соборне2""АКБ""ПРАВЕКС""Вінн";"В""СОБОРНЕ-2""АКБ""ПРАВЕКС-БАНК""М.ВІННИЦЯ";;м.Вінниця вул. Соборна, 26;52-47-32
602550;"Автотр.ВАКБ""ПРАВЕКСЖмеринка";"АВТОТРАНС.ВАКБ""ПРАВЕКС-БАНК""М.ЖМЕРИНКА";;м.Жмеринка вул. Визволення, 18;413-87-47
602561;"Від.""Юність""ПРАВЕКС""Вінниця";"ВІД.""ЮНІСТЬ АКБ""ПРАВЕКС-БАНК,М.ВІННИЦЯ";;м.Вінниця просп. Юності, 44;56-01-46
602572;"Від.№641 АКІБ ""УкрСиббанк""";"ВІД.N641 АКІБ ""УКРСИББАНК""";;м.Вінниця вул. Києвська, буд.126;619778
602583;"Промисл. ВАКБ""ПРАВЕКС""М.Бар";"ПРОМИСЛОВЕ ВАКБ ""ПРАВЕКС-БАНК"", М.БАР";;м.Бар вул. Соборна, 11;2-36-30
602594;"Від.№668 АКІБ ""УкрСиббанк""";"ВІД.N668 АКІБ ""УКРСИББАНК""";;м.Вінниця вул. Соборна, буд.101;
602602;"Від.№888 АКІБ ""УкрСиббанк""";"ВІД.N888 АКІБ ""УКРСИББАНК""";;м.Гнівань вул.Леніна буд.85;
602613;"Від.""ВінницьОД АКБ ""ПРАВЕКС";"ВІД.""ВОД АКБ ""ПРАВЕКС-БАНК"", М.ВІННИЦЯ";;м.Вінниця вул. Гоголя, 30;65-53-72
602624;"Від. №545 АКІБ ""УкрСиббанк""";"ВІД. N545 АКІБ ""УКРСИББАНК""";;м.Вінниця вул. Театральна, буд. №2, кв.27, 28;611030
602646;В№2 в Вінниця Ф.ПУМБ, Києв;ВІД.№2 В М.ВІННИЦЯ ФІЛ. ПУМБ в М.КИЄВІ;;м.Вінниця площа Жовтнева, 1;554383
602657;"В№44""ЦентРУ""ВАТ""Б""Фін таКр""";"В№44""ЦЕНТР РУ""ВАТ""Б""ФІН ТА КР""ВІННИЦЯ";;м.Вінниця вул. Києвська, 74А;66-74-46
602668;"В№46""ЦентРУ""ВАТ""Б""Фін таКр""";"В№46""ЦЕНТР РУ""ВАТ""Б""ФІН ТА КР""ВІННИЦЯ";;м.Вінниця вул. Нансена, 7а;65-58-74
602679;"Поштове в. АКБ ""ПРАВЕКСВінн";"ПОШТОВЕВІД.АКБ""ПРАВЕКС""ВІННИЦЯ";;м.Вінниця вул.Соборна, №38-40;67-47-62
602680;"В№47""ЦентРУ""ВАТ""Б""Фін таКр""";"В№47""ЦЕНТР РУ""ВАТ""Б""ФІН ТА КР""ВІННИЦЯ";;м.Вінниця вул. Немирівське шосе, 26;65-57-60
602691;"Вінниц.ВАКБ""ТАС-Комерцбанк""";"ВІННИЦ. ВАКБ""ТАС-КОМЕРЦБАНК"",М.ВІННИЦЯ";;м.Вінниця пр-кт Коцюбинського, 76;52-57-52
602709;"ВІННИЦЬКЕ ЦРВ ВАТ ""МЕГАБАНК";"ВІННИЦЬКЕ ЦРВ ВАТ ""МЕГАБАНК""";;м.Вінниця вул.50-річчя Перемоги, 33;26-12-61
602710;"В""Він-ке № 1""ВАТ""Мегабанк""";"В. ""Вінницьке № 1"" ВАТ ""Мегабанк""";;м.Вінниця вул.Ботанічна, 23;50-59-85
